# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.3.0
#@/tick	53366
#@/user_id	sky_win
a 	啊	c=1 d=4.75447e-49 t=53366
xiang bi 	相比	c=4 d=0.652767 t=53366
xiang bi jiao 	相比較	c=1 d=0.000426457 t=53366
xiang bu 	相簿	c=3 d=1.1695e-30 t=53366
xiang cha 	相差	c=1 d=0.000788798 t=53366
xiang chu 	相處	c=2 d=1 t=32255
xiang dang 	相當	c=7 d=0.08291 t=53366
xiang dang yu 	相當於	c=1 d=3.30524e-06 t=53366
xiang dao 	嚮導	c=2 d=0.128735 t=53366
xiang dao 	想到	c=4 d=0.0397558 t=53366
xiang dao de 	想到的	c=1 d=4.93672e-20 t=53366
xiang de kai 	想得開	c=1 d=0.0106202 t=53366
xiang deng 	相等	c=1 d=0.000452827 t=53366
xiang dui 	相對	c=6 d=0.100761 t=53366
xiang dui ying 	相對應	c=3 d=8.13985e-51 t=53366
xiang fa 	想法	c=6 d=0.889456 t=53366
xiang fan 	相反	c=1 d=3.7763e-44 t=53366
xiang fei 	香榧	c=1 d=1 t=49116
xiang feng 	相逢	c=0 d=0.1 t=42785
xiang gang 	香港	c=5 d=0.106992 t=53366
xiang gong 	相公	c=1 d=1.10078e-12 t=53366
xiang gu 	香菇	c=1 d=1.48252e-44 t=53366
xiang guan 	相關	c=109 d=2.66202 t=53366
xiang guan ling yu 	相關領域	c=1 d=0.168638 t=53366
xiang guan xing 	相關性	c=3 d=0.000717312 t=53366
xiang guo 	想過	c=1 d=1 t=35010
xiang hao 	想好	c=1 d=0.0748708 t=53366
xiang hao le 	想好了	c=1 d=0.748264 t=53366
xiang hu 	相互	c=4 d=0.0123389 t=53366
xiang hui 	香灰	c=1 d=0.337902 t=53366
xiang ji 	相機	c=1 d=3.50415e-17 t=53366
xiang jia 	相加	c=2 d=9.42727e-13 t=53366
xiang jian 	相間	c=1 d=1.57639e-31 t=53366
xiang jian 	詳見	c=1 d=0.0405589 t=53366
xiang jiao 	橡膠	c=2 d=6.54326e-11 t=53366
xiang jie he 	相結合	c=0 d=0.1 t=50368
xiang jin 	相近	c=1 d=1 t=43287
xiang ku 	想哭	c=1 d=1 t=52192
xiang lian 	相連	c=1 d=1 t=3298
xiang lian 	項鍊	c=3 d=1.37479e-31 t=53366
xiang liang 	向量	c=4 d=0.170333 t=53366
xiang lin 	相鄰	c=1 d=5.47284e-27 t=53366
xiang mu 	項目	c=280 d=3.76042 t=53366
xiang mu jiu 	項目就	c=1 d=1 t=20965
xiang mu ren wu 	項目任務	c=1 d=0.010358 t=53366
xiang mu zu 	項目組	c=1 d=1 t=35413
xiang nian 	想念	c=1 d=1 t=6996
xiang qi 	想起	c=3 d=2.24982e-10 t=53366
xiang qi lai 	想起來	c=1 d=1 t=46114
xiang qing 	詳情	c=1 d=0.00759701 t=53366
xiang qing chu 	想清楚	c=1 d=0.0761538 t=53366
xiang qu 	想去	c=1 d=1 t=34157
xiang qun 	象羣	c=1 d=3.36331e-05 t=53366
xiang ri kui 	向日葵	c=1 d=0.00336274 t=53366
xiang sheng 	相聲	c=2 d=0.0210822 t=53366
xiang shi 	像是	c=2 d=2.85396e-06 t=53366
xiang shi 	翔實	c=1 d=5.03302e-12 t=53366
xiang shou 	享受	c=2 d=0.157746 t=53366
xiang shu 	詳述	c=1 d=0.628135 t=53366
xiang shui 	香水	c=1 d=6.31263e-30 t=53366
xiang si 	相似	c=3 d=1.61075e-20 t=53366
xiang si jian 	相似件	c=1 d=1 t=3170
xiang su 	像素	c=1 d=1.08966 t=53366
xiang su ren 	像素人	c=2 d=1.91683 t=53366
xiang ta men 	向他們	c=1 d=1 t=23881
xiang tong 	相同	c=8 d=1.74348 t=53366
xiang wang 	嚮往	c=1 d=0.0288686 t=53366
xiang wen 	想問	c=1 d=1.21949e-11 t=53366
xiang xi 	詳細	c=2 d=1 t=53366
xiang xian 	象限	c=2 d=0.000121572 t=53366
xiang xiang 	想像	c=1 d=0.000142667 t=53366
xiang xiang 	想想	c=3 d=1.72966e-05 t=53366
xiang xiang li 	想象力	c=1 d=1.92645e-08 t=53366
xiang xin 	相信	c=6 d=1.91851 t=48626
xiang xue 	想學	c=2 d=1 t=42954
xiang yang 	向陽	c=1 d=8.15063e-07 t=53366
xiang yao 	想要	c=7 d=1.07065 t=53366
xiang yi ge 	想一個	c=1 d=1 t=52286
xiang ying 	相應	c=83 d=1 t=53366
xiang ying 	響應	c=15 d=0.818731 t=53366
xiang ying de 	相應的	c=3 d=1.00001 t=31046
xiang ying gong neng 	相應功能	c=1 d=3.31436e-09 t=53366
xiang yu 	相遇	c=1 d=5.58928e-10 t=53366
xiang zai 	想在	c=1 d=1 t=28241
xiang zhe 	想着	c=2 d=3.41588e-11 t=53366
xiang zhe xiang zhe 	想着想着	c=1 d=2.68237e-20 t=53366
xiang zhi dao 	想知道	c=1 d=0.494109 t=53366
xiang zi 	箱子	c=5 d=1.18177 t=32047
xiang zi li 	箱子裏	c=1 d=1 t=1326
xiao 	小	c=53 d=0.611768 t=53366
xiao 	曉	c=1 d=1.95085e-09 t=53366
xiao 	校	c=25 d=7.4107e-05 t=53366
xiao 	笑	c=10 d=1.65509 t=53366
xiao 	肖	c=4 d=1.96377e-09 t=53366
xiao bai 	小白	c=2 d=0.0800583 t=53366
xiao bai lou 	小白樓	c=2 d=0.00708341 t=53366
xiao bian 	小便	c=1 d=1 t=30939
xiao chai 	小差	c=2 d=5.44207e-09 t=53366
xiao chao 	小抄	c=1 d=0.00343067 t=53366
xiao che 	小車	c=21 d=1 t=46692
xiao che 	校車	c=5 d=0.0166569 t=53366
xiao cheng xu 	小程序	c=1 d=1 t=50981
xiao chou 	小丑	c=2 d=1.99005 t=53366
xiao chu 	消除	c=4 d=1.9802 t=37544
xiao dang jia 	小當家	c=4 d=1.06274 t=53366
xiao dao 	小島	c=1 d=7.59806e-34 t=53366
xiao di 	小弟	c=0 d=0.0628135 t=53366
xiao di tu 	小弟圖	c=1 d=0.631284 t=53366
xiao dian 	笑點	c=1 d=2.13937e-06 t=53366
xiao dong zuo 	小動作	c=2 d=0.724842 t=53366
xiao dou dou 	校豆豆	c=1 d=1.65806e-37 t=53366
xiao du 	效度	c=2 d=0.000331614 t=53366
xiao en 	肖恩	c=4 d=3.37771e-35 t=53366
xiao fei 	消費	c=2 d=1 t=53366
xiao fei ji 	小飛機	c=2 d=1.86502 t=44773
xiao fei zhe 	消費者	c=1 d=2.56339e-45 t=53366
xiao fu 	校服	c=1 d=3.43242e-09 t=53366
xiao ge 	小哥	c=2 d=1 t=46505
xiao gong 	校工	c=2 d=1.90032 t=30581
xiao guo 	效果	c=12 d=0.721226 t=53366
xiao hai 	小孩	c=1 d=2.64019e-10 t=53366
xiao hao 	消耗	c=6 d=0.000130701 t=53366
xiao hao pin 	消耗品	c=1 d=2.18029e-23 t=53366
xiao he 	小鶴	c=2 d=0.0229371 t=53366
xiao hei 	小黑	c=5 d=2.65304 t=20482
xiao hu dui 	小虎隊	c=0 d=6.24005e-42 t=53366
xiao hua 	消化	c=2 d=3.54514e-05 t=53366
xiao hua bu liang 	消化不良	c=1 d=2.11261e-05 t=53366
xiao huo ban 	小夥伴	c=1 d=0.127454 t=53366
xiao ji 	小計	c=1 d=1.13759e-46 t=53366
xiao ji 	校級	c=1 d=1 t=6457
xiao jie 	小姐	c=0 d=1.23406e-34 t=53366
xiao jie 	小節	c=1 d=1.21527e-29 t=53366
xiao jie 	小結	c=5 d=0.0902655 t=53366
xiao jie mei 	小姐妹	c=1 d=0.000227127 t=53366
xiao jing ling 	小精靈	c=4 d=1.69795e-16 t=53366
xiao lang hao 	小狼毫	c=1 d=0.562705 t=53366
xiao le 	笑了	c=1 d=1 t=39651
xiao lun wen 	小論文	c=2 d=1 t=51813
xiao lv 	效率	c=24 d=0.024972 t=53366
xiao mai bu 	小賣部	c=1 d=4.41032e-17 t=53366
xiao mao 	小貓	c=21 d=1.45345 t=32271
xiao mi 	小米	c=14 d=0.622337 t=53366
xiao mo 	消磨	c=1 d=0.10435 t=53366
xiao mu 	小木	c=0 d=0.0433874 t=53366
xiao mu chong 	小木蟲	c=1 d=0.436049 t=53366
xiao nei 	校內	c=1 d=1 t=32015
xiao neng 	效能	c=3 d=1.25359e-06 t=53366
xiao niao 	小鳥	c=1 d=7.26396e-05 t=53366
xiao pang 	小胖	c=0 d=5.19514e-33 t=53366
xiao pang you 	小胖友	c=1 d=5.22118e-32 t=53366
xiao pen 	小盆	c=0 d=0.1 t=53366
xiao pen you 	小盆有	c=1 d=1 t=53366
xiao peng you 	小朋友	c=2 d=1 t=19055
xiao piao 	小票	c=1 d=1 t=45962
xiao qi 	小憩	c=1 d=8.98612e-08 t=53366
xiao qiao 	小巧	c=1 d=1 t=53366
xiao qiu 	小球	c=0 d=9.78001e-05 t=53366
xiao qu 	小區	c=1 d=1 t=53366
xiao qu 	校區	c=14 d=0.203926 t=53366
xiao qu 	消去	c=1 d=1 t=28127
xiao sa 	瀟灑	c=1 d=1.80111e-40 t=53366
xiao shan 	蕭山	c=1 d=7.62835e-22 t=53366
xiao shi 	小時	c=14 d=0.532592 t=53366
xiao shi 	消失	c=4 d=0.253791 t=53366
xiao shi hou 	小時候	c=4 d=8.31529e-07 t=53366
xiao shou 	銷售	c=4 d=1.65973e-06 t=53366
xiao shui keng 	小水坑	c=1 d=0.000126534 t=53366
xiao shuo 	小說	c=3 d=0.704688 t=53366
xiao si 	小思	c=0 d=0.0156453 t=53366
xiao si 	笑死	c=1 d=0.000713734 t=53366
xiao tai yang 	小太陽	c=1 d=3.3918e-16 t=53366
xiao ti qin 	小提琴	c=2 d=3.92064e-07 t=53366
xiao tui 	消退	c=1 d=0.0982736 t=53366
xiao wai 	校外	c=1 d=1 t=31241
xiao wen ti 	小問題	c=1 d=3.42112e-29 t=53366
xiao xi 	消息	c=7 d=6.12952e-07 t=53366
xiao xiao 	小小	c=14 d=0.000169951 t=53366
xiao xiao 	曉曉	c=1 d=1 t=3916
xiao xie 	小寫	c=1 d=1 t=53366
xiao xin 	小心	c=4 d=1 t=45404
xiao xing 	小型	c=2 d=2.85992e-09 t=53366
xiao xing xing 	小星星	c=2 d=0.88692 t=53366
xiao xing xing 	小行星	c=1 d=9.14242e-05 t=53366
xiao xiong 	小熊	c=1 d=5.84238e-31 t=53366
xiao xue sheng 	小學生	c=1 d=6.30599e-47 t=53366
xiao yang 	小羊	c=2 d=2.26371e-44 t=53366
xiao yi 	效益	c=2 d=1.25002 t=53366
xiao ying 	效應	c=3 d=0.119433 t=53366
xiao ying qi 	效應器	c=1 d=1.10041e-08 t=53366
xiao yong 	效用	c=2 d=1 t=53366
xiao you 	校友	c=1 d=1.2798e-20 t=53366
xiao you jian 	小郵件	c=1 d=2.1235e-36 t=53366
xiao yu 	小於	c=1 d=1 t=53366
xiao yu 	小雨	c=1 d=0.0136366 t=53366
xiao yuan 	校園	c=8 d=0.09785 t=53366
xiao yuan ka 	校園卡	c=3 d=0.302704 t=53366
xiao yuan li 	校園裏	c=2 d=1 t=30606
xiao zhang 	囂張	c=1 d=2.79755e-44 t=53366
xiao zhang 	校長	c=1 d=7.1422e-12 t=53366
xiao zhen 	小鎮	c=3 d=3.3259e-07 t=53366
xiao zhong 	小衆	c=2 d=0.66034 t=53366
xiao zhong 	消腫	c=1 d=3.56935e-28 t=53366
xiao zu 	小組	c=2 d=4.69224e-37 t=53366
xie 	些	c=9 d=0.0112264 t=53366
xie 	寫	c=51 d=1.3645 t=53366
xie 	斜	c=1 d=6.0924e-24 t=53366
xie 	蟹	c=1 d=1 t=45167
xie 	謝	c=3 d=0.0120946 t=53366
xie 	鞋	c=9 d=0.192769 t=53366
xie cheng 	寫成	c=2 d=1.21812e-26 t=53366
xie cheng 	攜程	c=1 d=1.98958e-05 t=53366
xie dai 	攜帶	c=1 d=0.000867409 t=53366
xie de 	寫的	c=1 d=8.98583e-38 t=53366
xie de yue kuai 	寫的越快	c=1 d=9.03087e-37 t=53366
xie ding 	協定	c=1 d=1 t=12299
xie fa 	寫法	c=2 d=1 t=53366
xie fang cha 	協方差	c=1 d=0.167797 t=53366
xie gang 	斜槓	c=1 d=0.0126512 t=53366
xie gei 	寫給	c=1 d=0.637628 t=53366
xie gui 	鞋櫃	c=1 d=2.08038e-30 t=53366
xie hao 	寫好	c=2 d=0.818731 t=53366
xie hui 	協會	c=3 d=0.000200065 t=53366
xie la 	謝拉	c=1 d=0.00067217 t=53366
xie le 	寫了	c=1 d=1 t=22266
xie lu 	泄露	c=1 d=1 t=8235
xie lun wen 	寫論文	c=2 d=0.00477195 t=53366
xie ma 	鞋碼	c=1 d=5.2123e-12 t=53366
xie ru 	寫入	c=2 d=1 t=39536
xie shang 	協商	c=1 d=1.67301e-25 t=53366
xie sheng 	寫生	c=2 d=0.00540944 t=53366
xie shi 	寫詩	c=1 d=4.6958e-49 t=53366
xie tiao 	協調	c=14 d=1 t=53366
xie tong 	協同	c=35 d=3.74114 t=53366
xie tong hua 	協同化	c=1 d=0.891366 t=53366
xie wan 	寫完	c=1 d=0.00740944 t=53366
xie wen zhang 	寫文章	c=1 d=1 t=6365
xie xia 	寫下	c=1 d=1.0388e-36 t=53366
xie xian 	斜線	c=1 d=0.00158052 t=53366
xie xie 	謝謝	c=49 d=1 t=53366
xie xin 	寫信	c=2 d=1.33066 t=53366
xie yi 	協議	c=10 d=2.48601e-08 t=53366
xie zai 	卸載	c=3 d=0.00427488 t=53366
xie zai 	寫在	c=3 d=0.00436124 t=53366
xie zhe 	寫着	c=1 d=1.79158e-07 t=53366
xie zhen 	寫真	c=1 d=5.9604e-31 t=53366
xie zhu 	協助	c=1 d=4.00721e-07 t=53366
xie zi 	寫字	c=1 d=1.13724e-13 t=53366
xie zi 	鞋子	c=3 d=1.3373 t=53366
xie zuo 	協作	c=40 d=2.24815 t=53366
xie zuo 	寫作	c=9 d=9.75642e-05 t=53366
xie zuo zhong 	寫作中	c=1 d=1.00239e-28 t=53366
xin 	信	c=15 d=0.779693 t=53366
xin 	心	c=9 d=0.373439 t=53366
xin 	新	c=47 d=1.0751 t=53366
xin ban 	新版	c=1 d=3.81243e-09 t=53366
xin chen dai xie 	新陳代謝	c=1 d=1 t=34403
xin de 	心得	c=1 d=1 t=45761
xin de 	新的	c=4 d=1 t=52156
xin de li 	新德里	c=1 d=1.3552e-17 t=53366
xin de yi tian 	新的一天	c=1 d=3.98087e-47 t=53366
xin dong xi 	新東西	c=1 d=1.74639e-30 t=53366
xin feng 	新豐	c=1 d=0.144424 t=53366
xin gu 	新股	c=4 d=0.00431784 t=53366
xin hao 	信號	c=6 d=4.0273e-07 t=53366
xin jian 	新建	c=7 d=0.0249797 t=53366
xin jian wen jian jia 	新建文件夾	c=1 d=0.0228227 t=53366
xin ku 	辛苦	c=5 d=0.701173 t=53366
xin lai 	信賴	c=0 d=0.1 t=34002
xin lang 	新浪	c=5 d=0.00594715 t=53366
xin li 	心理	c=3 d=0.410656 t=53366
xin li 	心裏	c=2 d=0.00366992 t=53366
xin li wei yuan 	心裏委員	c=2 d=0.408812 t=53366
xin ling 	心靈	c=8 d=3.42837e-32 t=53366
xin ling yu 	新領域	c=1 d=1.875e-13 t=53366
xin nian 	信念	c=1 d=0.0569831 t=53366
xin nian 	新年	c=3 d=0.207278 t=53366
xin niang 	新娘	c=1 d=1.70861e-08 t=53366
xin pian 	芯片	c=2 d=5.38311e-09 t=53366
xin qiao 	新橋	c=0 d=0.1 t=45420
xin qiao men 	新橋門	c=1 d=1 t=45421
xin qing 	心情	c=1 d=0.261846 t=53366
xin ren 	信任	c=6 d=5.97362e-22 t=53366
xin ren du 	信任度	c=1 d=1 t=8162
xin shang 	欣賞	c=1 d=0.00873865 t=53366
xin sheng 	新生	c=2 d=1 t=44689
xin shou 	新手	c=1 d=0.105928 t=53366
xin suan 	辛酸	c=1 d=1 t=47277
xin tai 	心態	c=1 d=1 t=2238
xin tiao 	心跳	c=1 d=1 t=25236
xin tuo 	信託	c=0 d=0.00271874 t=53366
xin tuo fu 	新託福	c=1 d=0.000898306 t=53366
xin wei 	欣慰	c=1 d=0.913931 t=53366
xin wen 	新聞	c=2 d=0.0258615 t=53366
xin wen ti 	新問題	c=1 d=0.609571 t=53366
xin xi 	信息	c=94 d=1.17434 t=53366
xin xi 	欣喜	c=1 d=4.10935e-09 t=53366
xin xi ban 	信息板	c=1 d=3.08924e-05 t=53366
xin xi ban 	信息版	c=1 d=3.0585e-05 t=53366
xin xi guan li 	信息管理	c=1 d=1 t=456
xin xi hua 	信息化	c=12 d=0.133989 t=53366
xin xi lan 	新西蘭	c=1 d=2.61206e-31 t=53366
xin xi liu 	信息流	c=1 d=0.0968105 t=53366
xin xi lun 	信息論	c=3 d=2.57744e-47 t=53366
xin xian 	新鮮	c=1 d=4.49558e-07 t=53366
xin xin 	信心	c=1 d=1 t=53366
xin xing 	新型	c=2 d=1 t=53366
xin yang 	信仰	c=1 d=1 t=46112
xin yi 	心意	c=1 d=0.737123 t=53366
xin ying 	新穎	c=1 d=1 t=28633
xin yong 	信用	c=5 d=1.00001 t=53366
xin yong ka 	信用卡	c=13 d=0.413782 t=53366
xin yu 	信譽	c=3 d=4.20823e-24 t=53366
xin yuan 	新垣	c=1 d=0.100599 t=38081
xin yuan jie yi 	新垣結衣	c=2 d=0.0119742 t=53366
xin zai 	新在	c=1 d=1 t=27286
xin zeng 	新增	c=3 d=0.0699936 t=53366
xin zhi 	心智	c=1 d=1.6957e-07 t=53366
xin zhi 	新知	c=1 d=1.35732e-06 t=53366
xin zhong guo 	新中國	c=1 d=1 t=27571
xin zui 	心醉	c=1 d=1 t=36616
xing 	型	c=10 d=0.0556413 t=53366
xing 	姓	c=3 d=0.0190631 t=53366
xing 	幸	c=1 d=0.000236397 t=53366
xing 	形	c=1 d=2.36148e-21 t=53366
xing 	性	c=64 d=1.32889 t=53366
xing 	星	c=4 d=1 t=45335
xing 	行	c=13 d=0.625002 t=53366
xing bie 	性別	c=1 d=1 t=44552
xing bu xing 	行不行	c=2 d=0.0776922 t=53366
xing che 	行車	c=1 d=1 t=53366
xing cheng 	形成	c=11 d=1.61938 t=53366
xing cheng 	行程	c=7 d=0.546101 t=53366
xing cun 	倖存	c=1 d=1 t=43512
xing dong 	行動	c=2 d=0.00026872 t=53366
xing fang 	行房	c=1 d=0.000359786 t=53366
xing fen 	興奮	c=1 d=4.56353e-07 t=53366
xing fu 	幸福	c=3 d=1 t=53366
xing fu gan 	幸福感	c=1 d=1.395e-34 t=53366
xing ge 	性格	c=1 d=1 t=20683
xing hao 	型號	c=4 d=0.895834 t=53366
xing hao 	幸好	c=1 d=1 t=6447
xing he 	星河	c=1 d=0.0389686 t=53366
xing ji 	星級	c=1 d=4.68543e-23 t=53366
xing ji 	星際	c=6 d=0.00318922 t=53366
xing jia bi 	性價比	c=1 d=1 t=11838
xing jing 	刑警	c=1 d=1 t=38067
xing jing 	行徑	c=1 d=1 t=34908
xing lai 	醒來	c=2 d=4.94361e-07 t=53366
xing mei 	星美	c=1 d=1 t=53366
xing ming 	姓名	c=2 d=0.0322254 t=53366
xing neng 	性能	c=19 d=1.00185 t=53366
xing pian 	行騙	c=21 d=0.0317456 t=53366
xing qi 	星期	c=2 d=6.56355e-18 t=53366
xing qi san 	星期三	c=1 d=1 t=24685
xing qiu 	星球	c=2 d=0.767206 t=53366
xing qu 	興趣	c=6 d=0.205922 t=53366
xing rong 	形容	c=1 d=2.45701e-17 t=53366
xing rong ci 	形容詞	c=1 d=2.89021e-45 t=53366
xing shi 	形勢	c=1 d=1 t=48631
xing shi 	形式	c=22 d=0.163257 t=53366
xing shi 	行駛	c=5 d=2.39522 t=36010
xing shi hua 	形式化	c=1 d=1.44872e-08 t=53366
xing shi zou rou 	行屍走肉	c=2 d=0.0225549 t=53366
xing shu 	行書	c=1 d=6.87969e-42 t=53366
xing tai 	形態	c=2 d=1 t=19496
xing tou 	興頭	c=1 d=1 t=42336
xing wei 	行爲	c=15 d=1.50075 t=53366
xing xiang 	形象	c=2 d=1 t=51549
xing xing 	星星	c=1 d=0.00130051 t=53366
xing xing 	猩猩	c=1 d=1 t=47449
xing xing 	行星	c=1 d=1 t=28588
xing yun 	幸運	c=2 d=0.0301459 t=53366
xing zhe 	行者	c=1 d=0.0247235 t=53366
xing zheng 	行政	c=2 d=1.8311 t=38353
xing zhi 	性質	c=4 d=0.00383004 t=53366
xing zhong hui 	興中會	c=1 d=7.52118e-32 t=53366
xing zhuang 	形狀	c=4 d=1 t=23272
xing zi 	杏子	c=1 d=1 t=34824
xiong 	熊	c=4 d=1.45573e-06 t=53366
xiong 	胸	c=1 d=1 t=19552
xiong 	雄	c=1 d=1 t=46836
xiong di 	兄弟	c=1 d=2.25327e-28 t=53366
xiong mao 	熊貓	c=1 d=5.23753e-10 t=53366
xiong nu 	匈奴	c=1 d=2.58378e-50 t=53366
xiong pai 	胸牌	c=1 d=2.40051e-08 t=53366
xiong shou 	兇手	c=1 d=5.09227e-32 t=53366
xiu 	休	c=1 d=1 t=46837
xiu 	修	c=1 d=3.51082e-10 t=53366
xiu 	秀	c=1 d=1 t=39549
xiu ding 	修訂	c=1 d=0.0141931 t=53366
xiu fu 	修復	c=4 d=0.357007 t=53366
xiu gai 	修改	c=40 d=0.912504 t=53366
xiu gai yi jian 	修改意見	c=1 d=3.56074e-29 t=53366
xiu jia 	休假	c=3 d=2.87114 t=44497
xiu jian 	修剪	c=1 d=5.48514e-24 t=53366
xiu kui 	羞愧	c=1 d=3.43242e-09 t=53366
xiu li 	修理	c=1 d=1 t=53366
xiu lian 	修煉	c=1 d=1 t=53366
xiu mian 	休眠	c=1 d=3.12188e-11 t=53366
xiu shi 	修飾	c=1 d=1.46124e-21 t=53366
xiu xi 	休息	c=7 d=0.0731678 t=53366
xiu xian 	休閒	c=4 d=0.631284 t=53366
xiu xing 	修行	c=1 d=1 t=46639
xiu xiu 	羞羞	c=1 d=1 t=23028
xiu yu 	羞於	c=1 d=2.25757e-21 t=53366
xiu zheng 	修整	c=1 d=1 t=40294
xiu zheng 	修正	c=3 d=4.57456e-06 t=53366
xu 	婿	c=1 d=0.0378169 t=53366
xu 	序	c=1 d=1.86628e-17 t=53366
xu 	徐	c=8 d=0.0870098 t=53366
xu 	緒	c=1 d=1 t=34759
xu 	續	c=2 d=1.00034 t=17249
xu 	虛	c=1 d=1 t=11922
xu 	許	c=1 d=1 t=4080
xu 	需	c=1 d=2.45184e-51 t=53366
xu cun 	徐存	c=1 d=0.902519 t=52092
xu cun zhi 	徐存之	c=2 d=1.68045 t=52170
xu cun zi 	徐村子	c=1 d=1 t=51666
xu dong 	旭東	c=1 d=0.522046 t=53366
xu duo 	許多	c=10 d=1.50561 t=53366
xu duo xu duo 	許多許多	c=1 d=2.54358e-42 t=53366
xu fang 	需方	c=1 d=0.00194986 t=53366
xu hao 	序號	c=1 d=1 t=15447
xu lie 	序列	c=15 d=9.71106e-09 t=53366
xu lie hao 	序列號	c=1 d=2.95381e-07 t=53366
xu lie hua 	序列化	c=1 d=1 t=31343
xu lun 	緒論	c=1 d=1 t=16870
xu ni 	虛擬	c=10 d=2.06151 t=53366
xu ni hua 	虛擬化	c=8 d=1 t=53366
xu ni ji 	虛擬機	c=1 d=0.183599 t=53366
xu qing 	徐青	c=1 d=0.00125578 t=53366
xu qiu 	需求	c=186 d=1.49591 t=53366
xu qiu fang 	需求方	c=1 d=1 t=41526
xu ruo 	虛弱	c=1 d=1 t=31951
xu shu 	徐庶	c=1 d=5.85968e-07 t=53366
xu shu 	敘述	c=4 d=1 t=22833
xu tuo 	虛脫	c=2 d=1.88692 t=33039
xu yao 	需要	c=147 d=1.28162 t=53366
xu yuan 	許願	c=1 d=0.146607 t=53366
xu zhu 	虛竹	c=1 d=0.191092 t=53366
xuan 	懸	c=1 d=8.06927e-36 t=53366
xuan 	旋	c=1 d=1 t=53366
xuan 	炫	c=2 d=1.26067e-35 t=53366
xuan 	玄	c=2 d=3.90682e-32 t=53366
xuan 	選	c=9 d=0.0788696 t=53366
xuan chu 	選出	c=2 d=1 t=32899
xuan du 	宣讀	c=1 d=1.97589e-12 t=53366
xuan hao 	選好	c=1 d=1 t=7487
xuan ju 	選舉	c=1 d=0.00052611 t=53366
xuan ke 	選課	c=1 d=0.000305061 t=53366
xuan le 	選了	c=1 d=6.87758e-09 t=53366
xuan li 	絢麗	c=1 d=1 t=48225
xuan pei 	選配	c=6 d=0.264477 t=53366
xuan qu 	選區	c=1 d=1 t=40617
xuan qu 	選取	c=3 d=0.00321722 t=53366
xuan shou 	選手	c=1 d=0.0141223 t=53366
xuan wu yan 	玄武岩	c=1 d=0.640824 t=53366
xuan xi 	選系	c=1 d=0.585669 t=53366
xuan xiang 	選項	c=8 d=1.00005 t=53366
xuan xiao 	喧囂	c=2 d=1.85344e-24 t=53366
xuan xing 	選型	c=1 d=5.9043e-08 t=53366
xuan xiu 	選修	c=2 d=0.173507 t=53366
xuan ya 	懸崖	c=1 d=3.74266e-27 t=53366
xuan yan 	宣言	c=1 d=1 t=1797
xuan yong 	選用	c=2 d=1 t=11580
xuan ze 	選擇	c=56 d=1.15898 t=53366
xuan ze fang fa 	選擇方法	c=1 d=2.75599e-15 t=53366
xuan ze le 	選擇了	c=1 d=1.77345e-05 t=53366
xuan zhong 	選中	c=2 d=1 t=53366
xuan zhuan 	旋轉	c=4 d=1.79528 t=53366
xue 	削	c=1 d=1 t=40313
xue 	學	c=15 d=0.980199 t=53366
xue 	穴	c=2 d=1.98511 t=53366
xue 	血	c=5 d=3.50474e-19 t=53366
xue 	雪	c=3 d=0.831104 t=53366
xue bao 	學報	c=1 d=0.153355 t=53366
xue dao 	學到	c=1 d=0.0340475 t=53366
xue ding e 	薛定諤	c=2 d=1.05795e-08 t=53366
xue fen 	學分	c=1 d=1 t=45898
xue hao 	學號	c=4 d=2.66841e-08 t=53366
xue hui 	學會	c=1 d=0.379083 t=53366
xue ji 	血跡	c=1 d=2.41246e-37 t=53366
xue jie 	學姐	c=2 d=6.92994e-10 t=53366
xue kai qi 	薛凱琪	c=3 d=2.98506 t=53366
xue ke 	學科	c=1 d=0.106992 t=53366
xue kuai 	血塊	c=2 d=1.92321e-37 t=53366
xue li 	雪梨	c=1 d=4.82222e-38 t=53366
xue mei 	學妹	c=1 d=1 t=43272
xue nian 	學年	c=4 d=0.0898153 t=53366
xue qi 	學期	c=7 d=2.52678 t=53366
xue qiu 	雪球	c=5 d=0.154124 t=53366
xue sheng 	學生	c=16 d=0.392586 t=53366
xue sheng ban 	學生版	c=1 d=1 t=6760
xue sheng hui 	學生會	c=1 d=0.0357931 t=53366
xue sheng zheng 	學生證	c=3 d=0.231078 t=53366
xue shu 	學術	c=19 d=1.61755 t=53366
xue shu hui yi 	學術會議	c=1 d=0.00200924 t=53366
xue shu jie 	學術界	c=1 d=4.98125e-08 t=53366
xue shu quan 	學術圈	c=1 d=6.45463e-27 t=53366
xue tang 	學堂	c=1 d=8.9167e-05 t=53366
xue wei 	學位	c=2 d=0.299629 t=53366
xue xi 	學習	c=100 d=3.78714 t=53366
xue xi li lun 	學習理論	c=1 d=0.704688 t=53366
xue xiao 	學校	c=37 d=0.356573 t=53366
xue xiao ban 	血小板	c=2 d=0.000135464 t=53366
xue xue 	學學	c=3 d=1.00001 t=47110
xue yuan 	學園	c=1 d=1.75091e-31 t=53366
xue yuan 	學院	c=26 d=0.439191 t=53366
xue ze 	學則	c=3 d=2.25289e-26 t=53366
xue zhang 	學長	c=2 d=1.84366 t=1418
xue zhe 	學者	c=5 d=1 t=53366
xue zhe men 	學者們	c=2 d=1.18825 t=5430
