# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.2.9
#@/tick	23402
#@/user_id	sky_mac
a 	啊	c=0 d=4.75447e-49 t=23402
xiao xi 	消息	c=3 d=6.12952e-07 t=23402
xiao xiao 	小小	c=1 d=0.000169951 t=23402
xiao xiao xiao 	笑笑笑	c=1 d=1 t=21008
xiao xie 	小寫	c=1 d=1 t=23402
xiao xing 	小型	c=2 d=2.85992e-09 t=23402
xiao xing xing 	小星星	c=2 d=0.88692 t=23402
xiao xing xing 	小行星	c=1 d=9.14242e-05 t=23402
xiao xiong 	小熊	c=1 d=5.84238e-31 t=23402
xiao xue sheng 	小學生	c=1 d=6.30599e-47 t=23402
xiao yang 	小羊	c=2 d=2.26371e-44 t=23402
xiao yi 	效益	c=2 d=1.25002 t=23402
xiao ying 	效應	c=3 d=0.119433 t=23402
xiao ying qi 	效應器	c=1 d=1.10041e-08 t=23300
xiao yong 	效用	c=3 d=1.22863 t=23402
xiao you 	校友	c=1 d=1.2798e-20 t=23402
xiao you jian 	小郵件	c=1 d=2.1235e-36 t=23402
xiao yu 	小於	c=1 d=1 t=23402
xiao yu 	小雨	c=1 d=0.0136366 t=23300
xiao yuan 	校園	c=4 d=0.09785 t=23402
xiao yuan ka 	校園卡	c=3 d=0.302704 t=23402
xiao zhang 	囂張	c=1 d=2.79755e-44 t=23402
xiao zhang 	校長	c=1 d=7.1422e-12 t=23402
xiao zhen 	小鎮	c=3 d=3.3259e-07 t=23402
xiao zhong 	小衆	c=2 d=0.66034 t=23402
xiao zhong 	消腫	c=1 d=3.56935e-28 t=23402
xiao zu 	小組	c=2 d=4.69224e-37 t=23402
xie 	些	c=5 d=0.0112264 t=23402
xie 	寫	c=45 d=1.3645 t=23402
xie 	斜	c=1 d=0.00835412 t=23402
xie 	謝	c=3 d=0.0120946 t=23402
xie 	鞋	c=9 d=0.192769 t=23402
xie cheng 	寫成	c=2 d=1.21812e-26 t=23402
xie cheng 	攜程	c=1 d=1.98958e-05 t=23402
xie dai 	攜帶	c=1 d=0.000867409 t=23300
xie de 	寫的	c=1 d=8.98583e-38 t=23402
xie de yue kuai 	寫的越快	c=1 d=9.03087e-37 t=23402
xie fa 	寫法	c=2 d=1 t=23402
xie fang cha 	協方差	c=1 d=0.167797 t=23402
xie gang 	斜槓	c=1 d=0.0126512 t=23402
xie ge 	寫歌	c=1 d=1 t=19006
xie gei 	寫給	c=1 d=0.637628 t=23402
xie gui 	鞋櫃	c=1 d=2.08038e-30 t=23402
xie hao 	寫好	c=2 d=0.818731 t=23300
xie hui 	協會	c=3 d=0.000200065 t=23402
xie la 	謝拉	c=1 d=0.00067217 t=23402
xie lun wen 	寫論文	c=2 d=0.00477195 t=23402
xie ma 	鞋碼	c=1 d=5.2123e-12 t=23402
xie shang 	協商	c=1 d=1.67301e-25 t=23402
xie sheng 	寫生	c=2 d=0.00540944 t=23300
xie shi 	寫詩	c=1 d=4.6958e-49 t=23402
xie tiao 	協調	c=7 d=1 t=23402
xie tong 	協同	c=27 d=3.74114 t=23402
xie tong hua 	協同化	c=1 d=0.891366 t=23300
xie wan 	寫完	c=1 d=0.00740944 t=23402
xie xia 	寫下	c=1 d=1.0388e-36 t=23402
xie xian 	斜線	c=1 d=0.00158052 t=23300
xie xie 	謝謝	c=49 d=1 t=23402
xie xin 	寫信	c=2 d=1.33066 t=23300
xie xu 	些許	c=1 d=1 t=19721
xie yi 	協議	c=5 d=2.48601e-08 t=23402
xie zai 	卸載	c=3 d=0.00427488 t=23402
xie zai 	寫在	c=3 d=0.00436124 t=23402
xie zhe 	寫着	c=1 d=1.79158e-07 t=23300
xie zhen 	寫真	c=1 d=5.9604e-31 t=23402
xie zhu 	協助	c=1 d=4.00721e-07 t=23402
xie zi 	寫字	c=1 d=1.13724e-13 t=23402
xie zi 	鞋子	c=3 d=1.3373 t=23402
xie zuo 	協作	c=11 d=2.24815 t=23402
xie zuo 	寫作	c=9 d=9.75642e-05 t=23402
xie zuo zhong 	寫作中	c=1 d=1.00239e-28 t=23402
xin 	信	c=15 d=0.810584 t=23402
xin 	心	c=4 d=0.373439 t=23402
xin 	新	c=47 d=1.0751 t=23402
xin ban 	新版	c=1 d=5.27724e-40 t=23402
xin de li 	新德里	c=1 d=1.3552e-17 t=23402
xin de yi tian 	新的一天	c=1 d=3.98087e-47 t=23402
xin dong xi 	新東西	c=1 d=1.74639e-30 t=23402
xin feng 	新豐	c=1 d=0.144424 t=23402
xin gu 	新股	c=4 d=0.00431784 t=23402
xin hao 	信號	c=2 d=4.0273e-07 t=23402
xin jian 	新建	c=7 d=0.701173 t=23402
xin jian wen jian jia 	新建文件夾	c=1 d=0.0228227 t=23402
xin ku 	辛苦	c=3 d=0.701173 t=23402
xin ku xin ku 	辛苦辛苦	c=1 d=1 t=19580
xin lai du 	信賴度	c=1 d=1 t=20676
xin lang 	新浪	c=5 d=0.00594715 t=23402
xin li 	心理	c=3 d=0.410656 t=23402
xin li 	心裏	c=0 d=0.00366992 t=23402
xin li wei yuan 	心裏委員	c=2 d=0.408812 t=23402
xin ling 	心靈	c=8 d=3.42837e-32 t=23402
xin ling yu 	新領域	c=1 d=1.875e-13 t=23402
xin nian 	信念	c=1 d=0.0569831 t=23402
xin nian 	新年	c=3 d=0.207278 t=23402
xin niang 	新娘	c=1 d=1.70861e-08 t=23300
xin pian 	芯片	c=1 d=5.38311e-09 t=23402
xin qing 	心情	c=1 d=0.261846 t=23402
xin ren 	信任	c=3 d=1.75157e-06 t=23402
xin shang 	欣賞	c=1 d=0.00873865 t=23402
xin shou 	新手	c=1 d=0.105928 t=23402
xin tuo 	信託	c=0 d=0.00271874 t=23402
xin tuo fu 	新託福	c=1 d=0.000898306 t=23402
xin wei 	欣慰	c=1 d=0.913931 t=23402
xin wen 	新聞	c=2 d=0.0258615 t=23402
xin wen ti 	新問題	c=1 d=0.609571 t=23300
xin xi 	信息	c=59 d=1.17434 t=23402
xin xi 	欣喜	c=1 d=4.10935e-09 t=23300
xin xi ban 	信息板	c=1 d=3.08924e-05 t=23402
xin xi ban 	信息版	c=1 d=3.0585e-05 t=23402
xin xi hua 	信息化	c=12 d=0.133989 t=23402
xin xi lan 	新西蘭	c=1 d=6.89398e-37 t=23402
xin xi liu 	信息流	c=1 d=0.0968105 t=23402
xin xi lun 	信息論	c=3 d=2.57744e-47 t=23402
xin xian 	新鮮	c=1 d=4.49558e-07 t=23300
xin xin 	信心	c=1 d=1 t=23402
xin xing 	新型	c=1 d=1 t=23402
xin yi 	心意	c=1 d=0.737123 t=23300
xin yong 	信用	c=5 d=1.00001 t=23402
xin yong ka 	信用卡	c=13 d=0.413782 t=23402
xin yu 	信譽	c=3 d=5.03019e-41 t=23402
xin yuan jie yi 	新垣結衣	c=2 d=0.0119742 t=23402
xin zeng 	新增	c=2 d=0.0699936 t=23402
xin zhi 	心智	c=1 d=1.6957e-07 t=23402
xin zhi 	新知	c=1 d=1.35732e-06 t=23402
xing 	型	c=10 d=0.0556413 t=23402
xing 	姓	c=1 d=0.0190631 t=23402
xing 	幸	c=1 d=0.000236397 t=23300
xing 	形	c=1 d=2.36148e-21 t=23402
xing 	性	c=14 d=1.32889 t=23402
xing 	行	c=7 d=0.625002 t=23402
xing bu xing 	行不行	c=2 d=0.0776922 t=23402
xing che 	行車	c=1 d=1 t=23402
xing cheng 	形成	c=7 d=1.61938 t=23402
xing cheng 	行程	c=7 d=0.546101 t=23402
xing dong 	行動	c=2 d=0.00026872 t=23402
xing fang 	行房	c=1 d=0.000359786 t=23402
xing fen 	興奮	c=1 d=4.56353e-07 t=23300
xing fu 	幸福	c=3 d=1 t=23402
xing fu gan 	幸福感	c=1 d=1.395e-34 t=23402
xing hao 	型號	c=4 d=0.895834 t=23402
xing he 	星河	c=1 d=0.0389686 t=23300
xing ji 	星級	c=1 d=4.68543e-23 t=23402
xing ji 	星際	c=6 d=0.00318922 t=23402
xing lai 	醒來	c=2 d=4.94361e-07 t=23402
xing mei 	星美	c=1 d=1 t=23402
xing ming 	姓名	c=1 d=0.0322254 t=23402
xing neng 	性能	c=4 d=1.00185 t=23402
xing pian 	行騙	c=1 d=0.0317456 t=23402
xing qi 	星期	c=1 d=6.56355e-18 t=23402
xing qiu 	星球	c=2 d=0.767206 t=23402
xing qu 	興趣	c=7 d=0.205922 t=23402
xing rong 	形容	c=1 d=2.45701e-17 t=23402
xing rong ci 	形容詞	c=1 d=2.89021e-45 t=23402
xing shi 	形式	c=6 d=0.163257 t=23402
xing shi hua 	形式化	c=1 d=1.44872e-08 t=23300
xing shi zou rou 	行屍走肉	c=2 d=0.0225549 t=23402
xing shu 	行書	c=1 d=6.87969e-42 t=23402
xing wei 	行爲	c=15 d=1.50075 t=23402
xing xing 	星星	c=1 d=0.00130051 t=23300
xing yun 	幸運	c=2 d=0.0301459 t=23402
xing zhe 	行者	c=1 d=0.0247235 t=23402
xing zheng 	行政	c=1 d=1 t=19702
xing zhi 	性質	c=4 d=0.00383004 t=23402
xing zhong hui 	興中會	c=1 d=7.52118e-32 t=23402
xiong 	熊	c=2 d=1.45573e-06 t=23402
xiong di 	兄弟	c=1 d=2.25327e-28 t=23402
xiong mao 	熊貓	c=1 d=5.23753e-10 t=23300
xiong nu 	匈奴	c=1 d=2.58378e-50 t=23402
xiong pai 	胸牌	c=1 d=2.40051e-08 t=23300
xiong shou 	兇手	c=1 d=5.09227e-32 t=23402
xiu 	修	c=1 d=3.51082e-10 t=23402
xiu ding 	修訂	c=1 d=0.0141931 t=23402
xiu fu 	修復	c=4 d=0.357007 t=23402
xiu gai 	修改	c=33 d=0.912504 t=23402
xiu gai yi jian 	修改意見	c=1 d=3.56074e-29 t=23402
xiu jian 	修剪	c=1 d=5.48514e-24 t=23402
xiu kui 	羞愧	c=1 d=3.43242e-09 t=23300
xiu li 	修理	c=1 d=1 t=23402
xiu lian 	修煉	c=1 d=1 t=23402
xiu mian 	休眠	c=1 d=0.690734 t=23402
xiu shi 	修飾	c=1 d=1.46124e-21 t=23402
xiu xi 	休息	c=7 d=0.0731678 t=23402
xiu xian 	休閒	c=4 d=0.631284 t=23402
xiu yu 	羞於	c=1 d=2.25757e-21 t=23402
xiu zheng 	修正	c=1 d=5.06876e-07 t=23402
xu 	婿	c=1 d=0.0378169 t=23402
xu 	序	c=1 d=1.86628e-17 t=23402
xu 	徐	c=2 d=0.0232837 t=23402
xu 	需	c=1 d=2.45184e-51 t=23402
xu dong 	旭東	c=1 d=0.522046 t=23300
xu duo 	許多	c=10 d=1.50561 t=23402
xu duo xu duo 	許多許多	c=1 d=2.54358e-42 t=23402
xu fang 	需方	c=1 d=0.00194986 t=23402
xu lie 	序列	c=1 d=9.71106e-09 t=23300
xu lie hao 	序列號	c=1 d=2.95381e-07 t=23402
xu ni 	虛擬	c=12 d=2.06151 t=23402
xu ni hua 	虛擬化	c=8 d=1 t=23402
xu ni ji 	虛擬機	c=1 d=0.183599 t=23402
xu qing 	徐青	c=1 d=0.00125578 t=23402
xu qiu 	需求	c=33 d=1.49591 t=23402
xu qiu fang 	需求方	c=1 d=1 t=21735
xu shu 	徐庶	c=1 d=5.85968e-07 t=23402
xu shu 	敘述	c=1 d=1 t=21391
xu yao 	需要	c=52 d=1.28162 t=23402
xu yuan 	許願	c=1 d=0.146607 t=23402
xu zhu 	虛竹	c=1 d=0.191092 t=23300
xuan 	懸	c=1 d=8.06927e-36 t=23402
xuan 	旋	c=1 d=1 t=23402
xuan 	炫	c=2 d=1.26067e-35 t=23402
xuan 	玄	c=1 d=3.90682e-32 t=23402
xuan 	選	c=6 d=0.0788696 t=23402
xuan du 	宣讀	c=1 d=1.97589e-12 t=23402
xuan ju 	選舉	c=1 d=0.00052611 t=23402
xuan ke 	選課	c=1 d=0.000305061 t=23402
xuan le 	選了	c=1 d=6.87758e-09 t=23300
xuan pei 	選配	c=6 d=0.0706512 t=23402
xuan qu 	選取	c=2 d=0.00321722 t=23402
xuan shou 	選手	c=1 d=0.0141223 t=23402
xuan wu yan 	玄武岩	c=1 d=0.640824 t=23402
xuan xi 	選系	c=1 d=0.585669 t=23402
xuan xiang 	選項	c=8 d=1.00005 t=23402
xuan xiao 	喧囂	c=2 d=1.85344e-24 t=23402
xuan xing 	選型	c=1 d=5.9043e-08 t=23300
xuan xiu 	選修	c=2 d=0.173507 t=23402
xuan ya 	懸崖	c=1 d=3.74266e-27 t=23402
xuan ze 	選擇	c=33 d=1.15898 t=23402
xuan ze fang fa 	選擇方法	c=1 d=2.75599e-15 t=23402
xuan ze le 	選擇了	c=1 d=1.77345e-05 t=23300
xuan zhong 	選中	c=2 d=1 t=23402
xuan zhuan 	旋轉	c=4 d=1.79528 t=23402
xue 	學	c=12 d=0.980199 t=23402
xue 	穴	c=2 d=1.98511 t=23402
xue 	血	c=2 d=1.11686e-33 t=23402
xue 	雪	c=1 d=0.831104 t=23402
xue bao 	學報	c=1 d=0.153355 t=23402
xue dao 	學到	c=1 d=0.0340475 t=23402
xue ding e 	薛定諤	c=2 d=1.05795e-08 t=23402
xue hao 	學號	c=2 d=2.66841e-08 t=23402
xue hui 	學會	c=2 d=0.379083 t=23402
xue ji 	血跡	c=1 d=2.41246e-37 t=23402
xue jie 	學姐	c=2 d=6.92994e-10 t=23402
xue kai qi 	薛凱琪	c=3 d=2.98506 t=23402
xue ke 	學科	c=1 d=0.106992 t=23402
xue kuai 	血塊	c=2 d=1.92321e-37 t=23402
xue li 	雪梨	c=1 d=4.82222e-38 t=23402
xue nian 	學年	c=4 d=0.0898153 t=23402
xue qi 	學期	c=7 d=2.52678 t=23402
xue qiu 	雪球	c=2 d=0.154124 t=23402
xue sheng 	學生	c=10 d=0.392586 t=23402
xue sheng hui 	學生會	c=1 d=0.0357931 t=23402
xue sheng zheng 	學生證	c=3 d=0.231078 t=23402
xue shu 	學術	c=20 d=1.61755 t=23402
xue shu hui yi 	學術會議	c=1 d=0.00200924 t=23402
xue shu jie 	學術界	c=1 d=4.98125e-08 t=23300
xue shu quan 	學術圈	c=1 d=6.45463e-27 t=23402
xue tang 	學堂	c=1 d=8.9167e-05 t=23402
xue wei 	學位	c=2 d=0.299629 t=23402
xue xi 	學習	c=37 d=3.78714 t=23402
xue xi li lun 	學習理論	c=1 d=0.704688 t=23402
xue xiao 	學校	c=21 d=0.356573 t=23402
xue xiao ban 	血小板	c=2 d=0.000135464 t=23300
xue yuan 	學園	c=1 d=1.75091e-31 t=23402
xue yuan 	學院	c=10 d=0.439191 t=23402
xue ze 	學則	c=1 d=2.94408e-27 t=23402
xue zhe 	學者	c=4 d=1 t=23402
xun 	尋	c=2 d=0.718924 t=23402
xun 	潯	c=2 d=1.85642 t=23402
xun 	訊	c=1 d=3.22419e-08 t=23402
xun chang 	尋常	c=1 d=0.0259911 t=23402
xun huan 	循環	c=2 d=2.31472e-21 t=23402
xun lei 	迅雷	c=6 d=0.391686 t=23402
xun lian 	訓練	c=1 d=0.0352602 t=23300
xun lian ji 	訓練集	c=1 d=0.000102566 t=23300
xun lian ying 	訓練營	c=1 d=0.106459 t=23402
xun luo 	巡邏	c=1 d=0.00436124 t=23300
xun qiu 	尋求	c=2 d=0.718924 t=23402
xun su 	迅速	c=2 d=0.00162053 t=23402
xun wen 	詢問	c=1 d=4.21612e-46 t=23402
xun yang jian 	巡洋艦	c=1 d=2.59276e-32 t=23402
xun zhao 	尋找	c=3 d=0.0420309 t=23402
ya 	亞	c=2 d=0.0526167 t=23402
ya 	呀	c=12 d=0.628135 t=23402
ya 	壓	c=1 d=0.0387742 t=23300
ya 	牙	c=1 d=1.30859e-17 t=23402
ya 	雅	c=1 d=0.181772 t=23402
ya 	鴨	c=1 d=1 t=23402
ya chi 	牙齒	c=1 d=1 t=23402
ya gao 	牙膏	c=1 d=0.00222055 t=23402
ya hei 	雅黑	c=1 d=8.51102e-16 t=23402
ya hu 	雅虎	c=1 d=0.955997 t=23402
ya huai 	壓壞	c=1 d=4.7752e-11 t=23402
ya jin 	押金	c=1 d=1 t=23402
ya jin sai 	亞錦賽	c=2 d=0.18189 t=23402
ya li 	壓力	c=6 d=4.56353e-07 t=23402
ya li sang na 	亞利桑那	c=1 d=1 t=23402
ya ling 	啞鈴	c=1 d=1.85539e-07 t=23402
ya ma xun 	亞馬遜	c=8 d=1.02054 t=23402
ya men 	衙門	c=1 d=9.95997e-42 t=23402
ya shua 	牙刷	c=16 d=0.0233346 t=23402
ya si 	雅思	c=1 d=2.54185e-34 t=23402
ya suo 	壓縮	c=6 d=1 t=23402
ya suo bao 	壓縮包	c=2 d=0.0217096 t=23402
ya wei 	押尾	c=4 d=4.16269e-50 t=23402
ya yang 	雅漾	c=1 d=4.55407e-12 t=23402
ya zhou 	亞洲	c=1 d=3.26269e-31 t=23402
ya zhou tu di 	亞洲土地	c=1 d=3.27905e-30 t=23402
yan 	嚴	c=8 d=0.960857 t=23402
yan 	延	c=1 d=1 t=23402
yan 	演	c=3 d=0.0101529 t=23402
yan 	炎	c=1 d=0.0122773 t=23402
yan 	煙	c=1 d=1 t=23402
yan 	燕	c=1 d=0.0124629 t=23402
yan 	琰	c=1 d=0.0151463 t=23402
yan 	眼	c=3 d=0.628141 t=23402
yan 	言	c=1 d=9.46938e-36 t=23402
yan 	豔	c=5 d=1 t=23402
yan 	顏	c=1 d=3.73097e-49 t=23402
yan 	驗	c=1 d=1.44125e-06 t=23402
yan 	鹽	c=1 d=7.12983e-21 t=23402
yan chang 	延長	c=1 d=1.77707e-29 t=23402
yan chang hui 	演唱會	c=2 d=0.249706 t=23402
yan chi 	延遲	c=1 d=0.831104 t=23402
yan chu 	演出	c=1 d=4.78008e-23 t=23402
yan dai 	眼袋	c=2 d=1.18861e-25 t=23402
yan du 	研讀	c=1 d=0.00219846 t=23402
yan er wu xin 	言而無信	c=1 d=2.58747e-08 t=23402
yan fa 	研發	c=5 d=1 t=23402
yan ge 	嚴格	c=1 d=8.50957e-14 t=23402
yan hai 	沿海	c=1 d=8.24096e-19 t=23402
yan hua 	演化	c=37 d=1.78878 t=23402
yan hua 	煙花	c=1 d=4.03704e-06 t=23402
yan huo 	焰火	c=1 d=0.00114197 t=23402
yan jian 	眼瞼	c=3 d=0.0944202 t=23402
yan jiang 	演講	c=1 d=0.139457 t=23402
yan jiao 	眼角	c=1 d=0.00677172 t=23402
yan jing 	眼睛	c=2 d=1 t=23402
yan jing 	眼鏡	c=4 d=0.289074 t=23402
yan jiu 	研究	c=103 d=1.97375 t=23402
yan jiu sheng 	研究生	c=13 d=0.759642 t=23402
yan jiu suo 	研究所	c=13 d=0.236828 t=23402
yan jiu tao lun 	研究討論	c=1 d=0.160414 t=23402
yan li 	眼裏	c=1 d=2.90371e-41 t=23402
yan lian 	眼臉	c=1 d=5.85451e-26 t=23402
yan liang 	顏良	c=1 d=2.12573e-19 t=23402
yan liu 	煙柳	c=1 d=2.4305e-07 t=23402
yan lun 	言論	c=1 d=0.0285814 t=23402
yan pi 	眼皮	c=0 d=0.0640824 t=23402
yan qi 	延期	c=1 d=8.33087e-29 t=23402
yan qian 	眼前	c=1 d=6.57921e-46 t=23402
yan qing 	延慶	c=0 d=0.1 t=23402
yan qiu 	眼球	c=0 d=0.00280154 t=23402
yan se 	顏色	c=6 d=0.655371 t=23402
yan shi 	嚴實	c=1 d=0.0539337 t=23402
yan shi 	掩飾	c=1 d=1.81921e-40 t=23402
yan shi 	演示	c=7 d=0.20548 t=23402
yan shi wen dang 	演示文檔	c=1 d=0.0212797 t=23402
yan shuo 	演說	c=2 d=1 t=23402
yan song 	嚴嵩	c=1 d=0.000430743 t=23300
yan suan 	演算	c=1 d=7.5263e-40 t=23402
yan wen zi 	顏文字	c=1 d=0.00271219 t=23402
yan wu 	延誤	c=1 d=1.02619e-10 t=23300
yan xu 	延續	c=2 d=1.66676e-34 t=23402
yan ye 	言葉	c=0 d=1.67472e-38 t=23402
yan ye zhi ting 	言葉之庭	c=1 d=1.68312e-37 t=23402
yan yi 	演繹	c=2 d=0.00152335 t=23402
yan yuan 	演員	c=2 d=0.00113061 t=23300
yan zhe 	沿着	c=3 d=0.0633879 t=23402
yan zheng 	驗證	c=10 d=0.775567 t=23402
yan zhi 	研製	c=3 d=1 t=23402
yang 	央	c=1 d=1.44243e-45 t=23402
yang 	楊	c=11 d=1 t=23402
yang 	樣	c=4 d=0.000374155 t=23402
yang 	氧	c=2 d=0.927743 t=23402
yang 	洋	c=1 d=5.97888e-38 t=23402
yang 	陽	c=2 d=1.22229 t=23402
yang 	養	c=1 d=0.65377 t=23402
yang ben 	樣本	c=2 d=3.56485e-05 t=23402
yang cheng 	養成	c=1 d=1 t=23402
yang guang 	陽光	c=5 d=0.0147601 t=23300
yang ji 	樣機	c=3 d=3.31122e-07 t=23402
yang le 	養了	c=0 d=0.00623495 t=23300
yang le yi zhi 	養了一隻	c=1 d=0.062662 t=23300
yang mao 	羊毛	c=3 d=0.00207205 t=23402
yang qi 	氧氣	c=2 d=0.646461 t=23402
yang sheng 	養生	c=1 d=7.17533e-37 t=23402
yang shi 	樣式	c=3 d=0.597692 t=23402
yang wei 	陽痿	c=1 d=0.0220377 t=23402
yang yan 	養眼	c=1 d=0.00504176 t=23300
yang yang 	樣樣	c=1 d=2.00781e-24 t=23402
yang zi 	樣子	c=5 d=0.806541 t=23402
yao 	咬	c=1 d=2.24241e-30 t=23402
yao 	瑤	c=1 d=0.1 t=23402
yao 	藥	c=3 d=1.71734e-29 t=23402
yao 	要	c=102 d=2.80066 t=23402
yao 	遙	c=3 d=0.090718 t=23402
yao bu 	要不	c=8 d=0.324652 t=23402
yao bu yao 	要不要	c=2 d=0.1 t=23402
yao bu yao qing 	要不要請	c=1 d=1 t=23402
yao chao 	姚超	c=1 d=9.71272e-11 t=23300
yao dao 	要到	c=1 d=1.67877e-36 t=23402
yao gun 	搖滾	c=1 d=5.34243e-08 t=23402
yao kong 	遙控	c=2 d=0.153466 t=23300
yao kong qi 	遙控器	c=2 d=0.15314 t=23300
yao lan 	搖籃	c=1 d=4.28435e-29 t=23402
yao lin xian jing 	瑤琳仙境	c=1 d=1 t=23402
yao me 	要麼	c=2 d=1.98511 t=23402
yao qing 	邀請	c=4 d=0.341768 t=23402
yao qing han 	邀請函	c=9 d=0.000314351 t=23402
yao qiu 	要求	c=11 d=1 t=23402
yao qu 	要去	c=4 d=0.38868 t=23402
yao shi 	要是	c=3 d=0.0409353 t=23402
yao shi 	鑰匙	c=1 d=0.251579 t=23402
yao shuo 	要說	c=1 d=1.2015e-42 t=23402
yao su 	要素	c=2 d=1.9802 t=23402
yao wang 	藥王	c=1 d=1 t=20640
yao wei 	腰圍	c=1 d=2.81205e-46 t=23402
yao yan 	謠言	c=4 d=1.77321e-41 t=23402
yao yong 	要用	c=1 d=7.32776e-49 t=23402
yao you 	要有	c=2 d=0.108067 t=23402
yao yuan 	遙遠	c=1 d=4.02867e-11 t=23300
yao zuo 	要做	c=1 d=1 t=23402
ye 	也	c=65 d=1.64372 t=23402
ye 	夜	c=2 d=0.00157264 t=23402
ye 	業	c=7 d=0.495698 t=23402
ye 	液	c=0 d=1.78665e-05 t=23300
ye 	爺	c=1 d=4.30362e-23 t=23402
ye 	葉	c=2 d=0.0927743 t=23402
ye 	頁	c=9 d=0.850688 t=23402
ye bu neng 	也不能	c=1 d=0.145876 t=23300
ye bu yong 	也不用	c=1 d=1.85602e-11 t=23300
ye bu zhi dao 	也不知道	c=1 d=1.43007e-32 t=23402
ye hao 	也好	c=1 d=1.84677e-11 t=23300
ye huang su 	葉黃素	c=2 d=1.03516e-40 t=23402
ye hui 	也會	c=2 d=0.726149 t=23300
ye jie 	業界	c=1 d=4.93168e-08 t=23300
ye jing 	夜景	c=2 d=0.0164812 t=23300
ye jing 	液晶	c=1 d=1 t=22207
ye jing sheng 	葉競生	c=1 d=0.0131019 t=23402
ye jiu 	也就	c=2 d=0.000939653 t=23300
ye jiu shi 	也就是	c=9 d=0.0200407 t=23402
ye jiu yi wei zhe 	也就意味着	c=1 d=0.108067 t=23300
ye ke 	也可	c=0 d=3.55457e-39 t=23402
ye ke yi 	也可以	c=1 d=0.0159229 t=23402
ye kong 	夜空	c=1 d=1.05669e-31 t=23402
ye liang chen 	葉良辰	c=1 d=0.932394 t=23402
ye ma 	頁碼	c=4 d=1.98511 t=23402
ye mei 	也沒	c=1 d=7.48622e-36 t=23402
ye mei you 	也沒有	c=1 d=1.26728e-22 t=23402
ye mian 	頁面	c=6 d=1 t=23402
ye neng 	也能	c=2 d=0.729789 t=23402
ye shi 	也是	c=8 d=0.489192 t=23402
ye tian 	野田	c=1 d=7.03564e-41 t=23402
ye wai 	野外	c=1 d=3.40058e-17 t=23402
ye wen 	葉問	c=1 d=1 t=23402
ye wu 	業務	c=7 d=0.887615 t=23402
ye wu liu cheng 	業務流程	c=1 d=0.802519 t=23402
ye wu liu cheng tu 	業務流程圖	c=1 d=0.97531 t=23402
ye xiao 	夜宵	c=1 d=0.00719046 t=23402
ye xiao 	夜校	c=1 d=1 t=23402
ye xing 	也行	c=2 d=3.75439e-05 t=23402
ye xu 	也許	c=4 d=0.119433 t=23402
ye yao 	也要	c=2 d=7.05168e-09 t=23402
ye ye 	爺爺	c=3 d=0.00236968 t=23402
ye you 	也有	c=2 d=4.08747e-05 t=23300
ye zhu 	業主	c=1 d=4.59906e-10 t=23300
yi 	一	c=14 d=0.807065 t=23402
yi 	亦	c=1 d=1 t=19481
yi 	以	c=23 d=1.69661 t=23402
yi 	伊	c=0 d=0.00106734 t=23300
yi 	億	c=1 d=8.96444e-09 t=23402
yi 	已	c=15 d=1 t=23402
yi 	易	c=3 d=0.966257 t=23402
yi 	毅	c=1 d=9.08077e-43 t=23402
yi 	異	c=1 d=6.07027e-40 t=23402
yi 	益	c=4 d=0.422813 t=23402
yi 	義	c=1 d=5.64143e-31 t=23402
yi 	翼	c=1 d=1.07045 t=23402
yi 	衣	c=6 d=0.135832 t=23402
yi 	軼	c=2 d=1.99005 t=23402
yi 	逸	c=1 d=0.000242381 t=23300
yi 	醫	c=1 d=0.219808 t=23402
yi an 	已暗	c=1 d=0.00677172 t=23300
yi ba 	一八	c=0 d=0.00403566 t=23402
yi ba 	一把	c=2 d=0.806574 t=23402
yi ba jiu qi 	一八九七	c=1 d=0.0405589 t=23402
yi ban 	一半	c=2 d=0.000986115 t=23402
yi ban 	一般	c=16 d=2.09947 t=23402
yi bao 	一包	c=1 d=0.843665 t=23402
yi bei 	一倍	c=1 d=1 t=23402
yi bei 	一杯	c=1 d=1.44346e-24 t=23402
yi bei 	以備	c=1 d=1 t=23402
yi bei zi 	一輩子	c=2 d=0.0037164 t=23402
yi ben 	一本	c=1 d=2.31235e-09 t=23300
yi bi 	一筆	c=1 d=3.64405e-07 t=23300
yi bian 	一遍	c=1 d=0.0305746 t=23402
yi bian 	一邊	c=1 d=3.44072e-08 t=23300
yi bian 	以便	c=1 d=1 t=23402
yi bing 	一併	c=1 d=2.24005e-47 t=23402
yi bo 	一波	c=1 d=1.32538e-20 t=23402
yi bu 	一步	c=2 d=1.79182e-38 t=23402
yi bu 	一部	c=1 d=0.00051312 t=23402
yi bu bu 	一步步	c=1 d=1.19803e-08 t=23300
yi bu fen 	一部分	c=1 d=1.02072e-06 t=23402
yi bu xiao xin 	一不小心	c=1 d=2.65984e-09 t=23300
yi bu yi bu 	一步一步	c=1 d=1.06495e-05 t=23300
yi chan 	遺產	c=1 d=6.6775e-44 t=23402
yi chang 	異常	c=13 d=1 t=23402
yi che 	一車	c=1 d=2.43629e-35 t=23402
yi chou 	一籌	c=1 d=1 t=23402
yi chou mo zhan 	一籌莫展	c=1 d=2.74794e-10 t=23300
